Tweet ID: 1 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'l’actu', '–', 'médecins', 'travail', 'vent', 'debout', 'contre', 'projet', 'loi', 'el', 'khomri']
Tweet ID: 165 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['meme', 'flemme', 'twitter', 'pfff', 'bonne', 'nuit']
Tweet ID: 166 | Score: 0.50 | Label: positif | Mots Sentiment: 1 | Tokens: ['parfois', 'drôle', 'parfois', 'tendu', '1h', 'salle', 'commissariat', 'central', 'toulouse', 'là', 'où', 'gens', 'font', '17']
Tweet ID: 167 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['tout', 'question', 'temps']
Tweet ID: 168 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'michelin', 'supprime', '494', 'postes', 'michelin', 'a', 'reçu', '70', 'millions', 'd’argent', 'public', 'michelin', 'a', 'fait', '2', '6', 'milliards', 'bénéfices', '201…']
Tweet ID: 169 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'peace', 'radine']
Tweet ID: 170 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['pattaya', 'bombe']
Tweet ID: 171 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['depuis', 'sais', 'vraiment', 'pas', 'tactile', 'réel', 'problèmes', 'ça', 'manière', 'inconsciente', 'cache', 'pus', 'ça']
Tweet ID: 172 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['-elle', 'murmure', 'effrayée', 'avant', 'fermer', 'yeux', 'laisser', 'couler', 'larme-ques-ce', 'veux']
Tweet ID: 173 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'jamais', 'autant', 'startups', 'ne', 'créés', 'france', 'depuis', '2012', 'paris', 'ville', 'europe', 'a', 'plus', 'grand', 'nombre', '…']
Tweet ID: 175 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'casques', 'audio', 'moins', '100', 'euros', 'sélection']
Tweet ID: 176 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'gens', 'demandent', 'sortir', 'nuit', 'mode', 'mère', 'appelle', 'charlotte']
Tweet ID: 177 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'vidéo', 'joël', 'peux', 'plus']
Tweet ID: 178 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'gardez', 'amis', 'près', 'ennemis', 'encore', 'plus', 'proche']
Tweet ID: 179 | Score: 0.28 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', '27', '%', 'connards', 'peux', 'frapper', 'visage', 'marteau', 'moins', 'grave', 'parce', 'qu’ils', 'pas', 'cerveau', 'https', '…']
Tweet ID: 180 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'meuf', 'capable', 'guetter', 'tout', 'fais', 'tout', 'réseaux', 'pendant', '6', 'mois', 'sans', 'jamais', 'parler', 'psq', 'gars', 'fa…']
Tweet ID: 181 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['femme', 'r', 'domenech', 'vont', 'être', 'content']
Tweet ID: 182 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'retour', 'chez', 'vendredi', 'petit', 'prodige', 'reviendra', 'sous', 'maillot', 'monaco']
Tweet ID: 183 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'regarder', 'travers', 'tout', 'couples', 'dire', 'trucs', 'genre', 'ça', 'durera', 'pas']
Tweet ID: 184 | Score: 0.50 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'ça', 'doit', 'être', 'cool', 'être', 'coup', 'coeur']
Tweet ID: 185 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['bah', 'oui', 'samedi', 'soir', 'pense', 'voir', 'filles', 'journée', 'viendra', 'harceler', 'gl']
Tweet ID: 186 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['rigolo', 'revoir', 'enceinte', 'interview', 'publié', 'sema…']
Tweet ID: 187 | Score: -1.60 | Label: négatif | Mots Sentiment: 2 | Tokens: ['arrete', 'puer', 'merde', 'joue', 'soir', 'gros', 'connard']
Tweet ID: 188 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'pp', 'loic', 'mdrrr']
Tweet ID: 189 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['concert', 'migrants', 'philharmonie', 'berlin']
Tweet ID: 190 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['oui', 'aussi', 'large', 'partie', 'peuple', 'euro', 'joue', 'rôle', 'chien', 'garde', 'social', 'statu', 'quo']
Tweet ID: 191 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['toute', 'beauté']
Tweet ID: 192 | Score: 0.65 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'aime', 'pas', 'frimer', 'emprunter', 'argent', 'dévoiler', 'motivations']
Tweet ID: 193 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['a', 'nom', 'tweet', 'donc', 'droit', 'poser', 'option']
Tweet ID: 194 | Score: 0.70 | Label: positif | Mots Sentiment: 1 | Tokens: ['chiante', 'ouf', 'putain']
Tweet ID: 195 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'scarlett', 'leithold', 'genre', 'meuf', 'a', '16ans', 'prouve', 'pas', 'chance', 'naissance', 'ht…']
Tweet ID: 196 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'envie', 'barrer', 'ici', 'putain']
Tweet ID: 197 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['oe', 'mémé', 'toute', 'façon', 'pas', 'beau', 'bébé']
Tweet ID: 198 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'forme', 'tentes', 'gagner', 'version', 'boost', 'follow', 'RT', 'participer', 'https', '…']
Tweet ID: 199 | Score: 1.94 | Label: positif | Mots Sentiment: 3 | Tokens: ['ouais', 'ya', 'tellement', 'bon', 'moment', 'durant', '2', 'saisons', 'bon', 'ça', 'gache', 'rien', 'trouve']
Tweet ID: 200 | Score: 0.50 | Label: positif | Mots Sentiment: 1 | Tokens: ['veux', 'mourir', 'éclat', 'rire', 'midi', 'fracas', 'verre', 'minuit']
Tweet ID: 201 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'minute', 'silence', 'respectée', 'avant', 'coup', 'envoi', 'hommage', 'père', 'oussama', 'tannane', 'pensées', 'p…']
Tweet ID: 202 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'clopes', 'plus', 'classe', 'certains']
Tweet ID: 204 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['sais', 'pas', 'si', 'remarqué', 'meufs', 'mettent', 'pp', 'oreilles', 'chien']
Tweet ID: 205 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['8', 'mars', '9', '50', 'fr3', 'champagne', 'ardenne', 'matin', 'reportage', 'section', 'jeunes', 'sapeurs-pompiers', 'collège', 'suippes']
Tweet ID: 206 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ouiii', 'merci', 'soir', 'posté', 'magique', 'revoyais', 'tous', 'endroits', 'touchent', 'île', 'beauté']
Tweet ID: 207 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'voix', 'france', 'plus', 'entendue', 'bruxelles', 'gvt', 'https', '…']
Tweet ID: 209 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['puissance', 'alliage', 'parfait', 'mexicain', 'l’anglais', 'moment', 'non', 'établi', 'scénario', 'pure', 'intelligence']
Tweet ID: 210 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'pourquoi', 'sens', 'vais', 'passer', 'meilleur', 'concert', 'vie']
Tweet ID: 211 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ne', 'pouvons', 'sauver', 'toute', 'misère', 'terre', 'commençons', 'nôtre', 'celles', 'ceux', 'croise', 'tous', 'jours']
Tweet ID: 212 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'mettez', 'crâne', 'rien', 'foutre', 'pouvez', 'penser']
Tweet ID: 213 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'desafio', 'esse', 'tweet', 'a', 'passar', 'cem', 'rts', 'directioners', 'voting']
Tweet ID: 216 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'fait', 'pas', 'maline', 'quand', 'put']
Tweet ID: 217 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['faire', 'barbe']
Tweet ID: 218 | Score: -0.50 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'g', 'lâché', 'maths', 'depuis', 'bails', 'chelou', 'là', 'x', 'w', 'équation', 'division', 'produit', 'laitier', 'cosinus', 'anus', 'fœtus']
Tweet ID: 219 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['tt', 'ça', 'a', 'cause', 'nabi', 'nabilla', 'tfou']
Tweet ID: 220 | Score: 1.00 | Label: positif | Mots Sentiment: 2 | Tokens: ['pense', 'tag', 'divas', 'risque', 'être', 'super', 'cool', 'puis', 'faut', 'bien', 'autre', 'roster', 'peu', 'matière', 'p']
Tweet ID: 221 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['srx', 'avc', 'anciens', 'ep']
Tweet ID: 223 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'syrie', 'trêve', 'vieille', 'ville', 'reprend', 'vie']
Tweet ID: 224 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['aller', 'encore', 'heure', 'retard', 'attendre', 'train', 'arrêt', 'vive', 'sncf', 'honteux']
Tweet ID: 225 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['alors', 'là', 'vois', 'pas', 'tout', 'quoi', 'parlez']
Tweet ID: 226 | Score: 1.00 | Label: positif | Mots Sentiment: 2 | Tokens: ['ça', 'fait', 'bien', 'rire', 'aussi', 'gens', 'pleurent', 'pcq', 'pas', 'sous', 'préfèrent', 'passer', 'temps', 'rien', 'foutre', 'taffer']
Tweet ID: 227 | Score: 0.65 | Label: positif | Mots Sentiment: 1 | Tokens: ['aime', 'vidéo', '-', '600', '000', 'abonnés', 'vidéos', 'abonnés']
Tweet ID: 228 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'laïcité', 'française', 'incomplète', 'trop', 'dépendante', 'philosophie', 'lumières']
Tweet ID: 229 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'beaucoup', 'autres', 'déjà', 'signé', 'appel', 'contre', '&', 'gt']
Tweet ID: 230 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['fdp', 'réal', 'madrid']
Tweet ID: 231 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ceux', 'ne', 'font', 'pas', 'encore', 'différence', 'entre', 'religion', 'paix', 'religion', 'terroristes']
Tweet ID: 232 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['iut', 'sommés', 'diversifier', 'recrutement', 'étudiants', 'via']
Tweet ID: 233 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['vu', 'fin', 'alternative', 'death', 'note', 'grand', 'importe', 'quoi']
Tweet ID: 234 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['effets', 'drogue', 'parfum', 'poison', 'goût', 'boisson', 'fruits', 'passion']
Tweet ID: 235 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['attends', 'manger']
Tweet ID: 236 | Score: 0.50 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'sites', 'streaming', 'abusé', 'bouges', 'a', 'peine', 'souris', 'ya', '30', 'fenêtre', 'pub', 'ki', 'ouvrent', 'demandant', 'si', 'vx', 'rencontre…']
Tweet ID: 237 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['pq', 'regarde', 'cette', 'émission', 'jnoun']
Tweet ID: 238 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['salle', 'bain', 'quelle', 'déco', 'douche', 'italienne', '-', 'marie', 'claire', 'maison']
Tweet ID: 240 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['docs', 'interdit', 'demain', '23h15', 'islamiste', 'fleury', 'merogis']
Tweet ID: 242 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['essayeras', 'prendre', 'heures', 'conduites', 'près', 'horaires', 'code', 'diras']
Tweet ID: 243 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'nn', 'jfai', '1m55', 'pas', 'possible', 'jfai', 'taille', 'dun', 'plan', 'travail', 'dirait', 'porte', 'manteau', 'maternelle']
Tweet ID: 244 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['crush', 'bff', 'vient', 'avouer', 'crush', 'aussi', 'bébés', 'poussins', 'amour', 'olalalalala']
Tweet ID: 246 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['10', '47km', 'marche', 'éliminer', 'calories', 'paquet', 'chips', 'coup', 'va', 'tous', 'mettre', 'marathon', 'lendemains', 'soirées']
Tweet ID: 247 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['omg', 'maj', 'halo', 'a', 'tué', 'jeu', 'putain']
Tweet ID: 248 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['gebre', 'index', 'pouce', 'a', 'méga', 'clock']
Tweet ID: 249 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'méfie', 'tout', 'h38']
Tweet ID: 250 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['a', 'besoin', 'crois']
Tweet ID: 251 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['moment', 'où', 'viens', 'headbang', 'rue', 'rage', 'grâce']
Tweet ID: 252 | Score: 0.65 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'quand', 'commence', 'parler', 'aime', 'pas', 'critiquer']
Tweet ID: 253 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'meufs', 'change', 'mec', 'chaque', 'mois', 'évitez', 'appeler', 'mec', 'vie', 'appeler', 'mois', 'plus', 'raisonnab…']
Tweet ID: 254 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'nadège', 'c’est', 'raisin', 'pourri', 'équipe', 'décidément', 'a', 'toujours', 'meilleures', 'expressions', '…']
Tweet ID: 255 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'mdrr', 'père', 'a', 'pris', 'téléphone', 'a', 'envoyé', 'jtm', 'bb', 'toutes', 'meufs', 'répertoire', 'a', '55', 'ans', 'i', 'cherche…']
Tweet ID: 256 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['peux', 'plus', 'réviser']
Tweet ID: 257 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['reveilles', 'vois', 'message', 'chef', 'classe', 'a', 'pas', 'cours', 'sourir', 'pas', 'sourir']
Tweet ID: 258 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['falaises', 'couleur', 'eau', 'sable', 'blanc', 'niall', 'cette', 'photo', 'parfaite']
Tweet ID: 259 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['comment', 'vont', 'gens', 'tl', 'ça', 'fait', 'longtemps', 'ne', 'pas', 'connecté']
Tweet ID: 260 | Score: -0.90 | Label: négatif | Mots Sentiment: 1 | Tokens: ['pire', 'fin', 'compte', 'où']
Tweet ID: 261 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['clairement', 'commentaire', 'trop']
Tweet ID: 262 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'pension', 'réversion', 'désormais', 'accordée', 'couples', 'homosexuels', '&', 'gt']
Tweet ID: 263 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', '3', 'étapes', 'passé', 'soirée', 'twitter', 'lieu', 'réviser', 'contrôle']
Tweet ID: 264 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['salade', 'tiède', 'pommes', 'terre', 'lardons', 'sauce', 'persil', 'curcuma']
Tweet ID: 265 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'tout', 'cœur', '2007']
Tweet ID: 266 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['quand', 'fais', 'tomber', 'avocat', 'maillot', 'celtics', 'bah', 'seum']
Tweet ID: 267 | Score: 0.50 | Label: positif | Mots Sentiment: 1 | Tokens: ['ouais', 'a', 'pas', 'rehausseur', 'bravo']
Tweet ID: 268 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'pierrot', 'rouge', 'pierrot', 'jaune']
Tweet ID: 269 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'quand', 'essaies', 'gérer', 'vie']
Tweet ID: 270 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'jamais', 'autant', 'capitaux', 'privés', 'n’ont', 'investis', 'l’innovation', 'france']
Tweet ID: 271 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['combien', 'écharpes', 'fcn', 'pistes', 'envahies', 'parisiens']
Tweet ID: 272 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['cimer', 'gars', 'etait', 'train', 'pleurer']
Tweet ID: 273 | Score: 0.65 | Label: positif | Mots Sentiment: 1 | Tokens: ['aime', 'vidéo', '-', 'call', 'of', 'duty', 'ghosts', '2', '2016', 'info', '+', 'débat']
Tweet ID: 275 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'partenariat', 'école-entreprise', 'a', 'permis', 'rénovation', '19', 'diplômes', 'enseignement', 'professionnel', 'rentrée', '2015', '…']
Tweet ID: 276 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['nouvelle', 'magnanville', 'sais', 'pas', 'si', 'vois', 'meme', 'pente']
Tweet ID: 278 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['thierry', 'braillard', 'invité', 'lci', '&', 'amp', 'quot', 'tous', 'feux', 'vert', '&', 'amp', 'quot', 'euro', '2016']
Tweet ID: 279 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'video', '-', 'mario', 'vargas', 'llosa', 'donald', 'trump', 'clown', 'démagogique', 'raciste']
Tweet ID: 280 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['quel', 'ne', 'feriez-vous', 'bouchée', 'soir']
Tweet ID: 281 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['père', 'flic', 'tt', 'temps', 'tt', 'h', 'jmettais', 'sauce', 'piquante', 'pizza', 'fixait', 'disait', 'attention', 'tte', '30sec']
Tweet ID: 282 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['dit', 'souris', 'jms', 'a', 'dit', 'bh', 'si', 'bref', 'g', 'dit', 'arrete', 'faire', 'forceur', 'a', 'dit', 'forcait', 'pas', 'ct', 'réalité']
Tweet ID: 283 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', '132', '000', 'migrants', 'arrivés', 'europe', 'depuis', 'janvier', 'confirme', 'chiffre', '3', 'millions', 'ici', '2017', 'annoncé', '…']
Tweet ID: 284 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'robe', 'collection', 'ariana', 'marque', 'lipsy', 'london', '42£', '54€', 'dispo', 'ici', 'http…']
Tweet ID: 285 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['suite', 'shining', 'dany', 'adulte']
Tweet ID: 286 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['bcp', 'reconfort', 'part']
Tweet ID: 287 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'mariage', 'religieux', 'sans', 'conséquence', 'civile', 'enfants', 'ministre', 'vallée', 'rejet', 'citoyenneté', 'commune', 'communautarism…']
Tweet ID: 288 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'évolution', 'drake', 'rihanna']
Tweet ID: 289 | Score: -0.91 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'quand', 'vraiment', 'triste', 'essayes', 'ne', 'pas', 'pleurer', 'là', 'qqn', 'dit', 'ça', 'va']
Tweet ID: 290 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['comité', 'inter', 'ministérielle', 'audit', 'remboursement', 'dette', 'intérieure']
Tweet ID: 291 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['tant', 'ne', 'connais', 'pas', 'peux', 'croire', 'veux']
Tweet ID: 293 | Score: 0.50 | Label: positif | Mots Sentiment: 1 | Tokens: ['viens', 'finir', 'livre', 'sympa', 'blessures', 'abandon', 'rejet', 'humiliation', 'part']
Tweet ID: 294 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ça', 'a', 'gueule', 'equipe', 'b']
Tweet ID: 295 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'remporter', 'ballon', 'officiel', 'euro', '2016', 'dédicacé', 'zidane', 'RT', '&', 'amp', 'follow']
Tweet ID: 297 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'jaloux', 'femme', 'trump', 'pense', 'a', 'marre', 'youporn']
Tweet ID: 298 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'hééééé', 'putain', 'vraiment', 'ligne', 'tellemennnnnnnnnnnnnnnnnnt', 'merdiiiiiiiiiiiiiiiiiiique']
Tweet ID: 299 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'voilà', 'véritable', 'féministes', 'battent', 'femmes', 'vigueur', 'convictions', 'suivez', '@', '…']
Tweet ID: 300 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'pouvoir', 'étaler', 'mode', 'étoile', 'mer', 'lit']
Tweet ID: 301 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'merci', 'anne', 'cet', 'avion', 'chasse']
Tweet ID: 302 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['aussi', 'autant', 'tenter', '&', 'amp', 'laisser', 'deuxième', 'chance', 'plutôt', 'tourner', 'dos', 'personne', 'peut', 'être', 'sincère']
Tweet ID: 303 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['boire', 'eau']
Tweet ID: 304 | Score: 0.60 | Label: positif | Mots Sentiment: 1 | Tokens: ['bon', 'espère', 'pas', 'bagarre', 'a', 'étage', 'supérieur', 'nuit', 'car', 'manque', 'sommeil']
Tweet ID: 305 | Score: 0.65 | Label: positif | Mots Sentiment: 1 | Tokens: ['aime', 'vidéo', '-', 'jungler', 'change']
Tweet ID: 306 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['coup', 'mis', '1h', 'a', 'rentrée', 'chez', 'ça', 'fait', 'flipper', 'conduire', 'conditions']
Tweet ID: 307 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['jte', 'recite', 'trucs', 'surlignes', 'cours']
Tweet ID: 308 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'fait', 'peu', 'connu', 'très', 'maladroit', 'gaffeur', 'amour', 'peut', 'avoir', 'fous', 'rires', 'lors', 'mo…']
Tweet ID: 309 | Score: 0.25 | Label: positif | Mots Sentiment: 3 | Tokens: ['RT', 'aime', 'gens', 'prennent', 'pas', 'vie', 'sérieux', 'rigole', 'rien', 'intérieur', 'mâture', 'pleine', 'rep…']
Tweet ID: 310 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'poutine', 'révèle', 'assassinat', 'lady', 'diana', 'a', 'commandité', 'reine', 'angleterre', 'car', 'princesse', 'diana', 'http…']
Tweet ID: 311 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['mdrrr', 'eh', 'faut', 'pas', 'croire', 'choses', 'faire', 'fois', 'genre', 'ramener', 'crayons', 'couleurs', 'livre', 'pas', 'mal']
Tweet ID: 312 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['toute', 'façon', 'pas', '06', '07']
Tweet ID: 313 | Score: 0.50 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'effectivement', 'témoignages', 'bien', 'plus', 'parlant', 'souffrance', 'travail']
Tweet ID: 314 | Score: -0.70 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'mort', 'agriculture', 'terroirs', 'patrimoine', 'https…']
Tweet ID: 315 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'futur', 'copain']
Tweet ID: 316 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'vie', 'quand', 'réveille', '0', 'message', '0', 'notif', 'tout', 'envie', 'repartir', 'dormir', 'pr', 'vs', 'laissez', 'temp…']
Tweet ID: 317 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['pareil', 'quelques', 'uns', 'disney', 'aussi']
Tweet ID: 318 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'regarde', 'centaine', 'fois', 'lasse', 'pas']
Tweet ID: 319 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'video', '-', 'milliers', 'réfugiés', 'attendent', 'frontière', 'gréco-macédonienne']
Tweet ID: 321 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'a', 'rien', 'plus', 'fière', 'cette', 'planète', 'femme', 'elles', 'encore', 'plus', 'dangereuses', 'hommes', 'mêm…']
Tweet ID: 322 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['irina', 'shayk', 'nouveau', 'célibataire', 'bradley', 'cooper', 'jules', 'vu', 'compagnie', 'naomi', 'campbell']
Tweet ID: 323 | Score: 0.90 | Label: positif | Mots Sentiment: 2 | Tokens: ['mdr', 'mec', 'lycée', 'fait', 'vidéos', 'youtube', 'mourir', 'rire', 'pouahahaha']
Tweet ID: 324 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'message', 'mignon', 'père', 'jle', 'vend', '45€', 'gamin']
Tweet ID: 325 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['déjà', 'fait', 'cramé', 'famille', 'train', 'matter', 'tit', 'film', 'pornographique', 'vs', 'réagit', 'comment']
Tweet ID: 326 | Score: 0.65 | Label: positif | Mots Sentiment: 1 | Tokens: ['aime', 'vidéo', '-', 'quelle', 'cette', 'créature', 'subnautica']
