Tweet ID: 1 | Score: 0.30 | Label: positif | Mots Sentiment: 1 | Tokens: ['allez', 'emmène', 'resto', 'zappé', 'telho', 'reste', 'tranquille', 'tn', 'clavier']
Tweet ID: 196 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['dit', 'a', 'yannick', 'ça', 'a', 'traumatisé', 'préfère', 'donc', 'garder', 'silence']
Tweet ID: 197 | Score: 0.60 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'jveu', 'relationship', 'centrée', 'religion', 'respect', 'autrui', 'baise', 'baiiiiise', 'aaaaaaa', 'jve', 'niker']
Tweet ID: 198 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['suivez', 'match', 'live', 'audio']
Tweet ID: 199 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['parle', 'sudil', 'fait', '16deges']
Tweet ID: 200 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'neige', 'partie', 'ossi', 'vite', 'harlem', 'shake', 'fou']
Tweet ID: 201 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'amitié', 'donne', 'beaucoup', 'conseils', 'paroles', 'réconfortantes']
Tweet ID: 202 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', '-', 'missile', 'hanche', 'signé']
Tweet ID: 203 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['avant', '18', 'avril', '1940', 'québécoises', 'pas', 'droit', 'vote', 'go', 'crois', 'pas', 'assez']
Tweet ID: 204 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['foot', '-', 'fifa', '-', 'salaire', 'blatter', 'connu', 'fin', 'mars']
Tweet ID: 205 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'oui', 'comme', 'voient', 'musulman', 'potentiel', 'terroriste', 'jeune', 'noir', 'potentiel', 'agresseur']
Tweet ID: 206 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'petit', '5', 'ans', 'fait', 'violer', 'pédophile', 'faute', 'aussi', 'psq', 'trop', 'sexy', 'petit', 'short']
Tweet ID: 207 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'kan', 'tsort', 'ac', 'arab', 'bn', 'suffi', 'toubli', 'répondr', 'a', 'txto', 'voi', 'tweeter', 'hadith', 'comportemn', 'enver', 'ls', 'f…']
Tweet ID: 208 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'conseil', 'sécurité', 'unanime', 'alourdir', 'sanctions', 'contre', 'corée', 'nord', 'via']
Tweet ID: 209 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['vérité', 'vas-y', 'déjà', 'neige', 'pas', 'pas', 'choix', 'partir', 'cours', 'vais', 'ressembler', 'mouton', 'là']
Tweet ID: 210 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'plan', 'valide', 'dirrecte']
Tweet ID: 211 | Score: 1.30 | Label: positif | Mots Sentiment: 3 | Tokens: ['RT', 'deja', 'meuf', 'aime', 'poulet', '67', '%', 'aime', 'pas', 'mettre', 'manteau']
Tweet ID: 212 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['contact', 'physique', 'trop', 'important', 'jtrouve']
Tweet ID: 213 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['bébé', 'caché', 'christian']
Tweet ID: 214 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['re', 'kb', 'este', 'atras']
Tweet ID: 215 | Score: 0.60 | Label: positif | Mots Sentiment: 1 | Tokens: ['chocolat', 'chaud', 'bon', 'bail', 'rentrant']
Tweet ID: 216 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['arrête', 'tout', 'vie', 'travail', 'ciné', 'goûter', 'enfants', 'tout', 'arrête', 'tout', 'car', 'neige', 'oui', 'neige']
Tweet ID: 217 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'juppé', 'a', 'enfin', 'lu', 'coran', 'vendre', 'islam', 'france', 'pauvre', 'parti', 'islamo-vendu', 'so…']
Tweet ID: 218 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'info', 'reste', 'quelques', 'jours', 'projet', 'anniversaire', 'anaïs', 'envoyé', 'montages', 'pour…']
Tweet ID: 219 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['suivez', 'match', 'live', 'audio', 'paris', 'saint-germain', 'france', 'bleu', '107', '1', 'proposent', 'suivre', 'rencont']
Tweet ID: 220 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'jlt', 'quoi', 'qu’on', 'dise', 'entraîneur', 'n’est', 'pas', 'terrain']
Tweet ID: 221 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['mere', 'a', 'faire', 'courses', 'insiste', 'oublie', 'pas', 'chips', 'a', 'prit', 'tôut', 'sauf', 'chips']
Tweet ID: 222 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'livre', 'jongle']
Tweet ID: 223 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['code', 'route', 'résumé', 'code', 'route', 'populaire', 'n’oubliez', 'pas', 'réviser', 'avant', 'l’examen']
Tweet ID: 224 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'dirait', 'trop', 'daronne', 'attend', 'quand', 'rentre', 'tard', 'soir', 'enculer', 'race']
Tweet ID: 225 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['wah', 'temps', 'hardcore']
Tweet ID: 226 | Score: -0.70 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'a', 'quel', 'niveau', 'relou', 'estimez', 'mec', 'fout', 'pieds', 'côté', 'connais', 'pas', 'pue', 'croit', 'seul']
Tweet ID: 227 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'booba', 'a', 'juste', 'dit', 'vivement', 'pourvu', 'neige', 'a', 'déréglé', 'climat']
Tweet ID: 228 | Score: -0.70 | Label: négatif | Mots Sentiment: 1 | Tokens: ['jss', 'merde', 'pr', 'decalage', 'horaire', 'lundi']
Tweet ID: 229 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'retour', 'siestes']
Tweet ID: 230 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['route', 'etape', '10']
Tweet ID: 231 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['mal', 'a', 'pas', 'odeur']
Tweet ID: 232 | Score: 0.90 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'cette', 'musique', 'meilleur', 'feat', 'homme', 'femme', 'toute', 'catégorie', 'confondu', 'jla', 'chanterai', 'comme', 'berceuse', 'a', 'enfant', 'ht…']
Tweet ID: 233 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'arabes', 'leurs', 'mariages', 'c’est', 'délire', 'louent', 'audi', 'lambo', 'fusées', 'jet', 'packs', 'finir', '8eme', 'eta…']
Tweet ID: 234 | Score: 0.80 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'top', '5', 'choses', 'manquent', 'plus', 'ol', 'lisandro', '1er', 'devant', 'lisandro', 'lisandro', 'lisandro', 'lisa…']
Tweet ID: 235 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'sérieusement', 'venez', 'vérifie', 'si', 'a', 'pas', 'sauter', 'mois', 'si', 'cas', 'recommence', 'parce', 'neige', 'mar…']
Tweet ID: 236 | Score: 0.65 | Label: positif | Mots Sentiment: 1 | Tokens: ['concentrez-vous', 'présent', 'car', 'aime', 'pas', 'trop', 'engager', 'allez', 'rythme']
Tweet ID: 237 | Score: 1.10 | Label: positif | Mots Sentiment: 3 | Tokens: ['RT', 'vrai', 'amour', 'grandir', 'tant', 'couple', 'apprendre', 'avantage', 'autre', 'ne', 'jamais', 'abandonner', 'personn…']
Tweet ID: 238 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['gp', 'samyn', 'direct', 'gilbert', 'a', 'abandonné', 'live', 'via']
Tweet ID: 239 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'temps', 'vraiment', 'fou']
Tweet ID: 240 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['couille', 'mis', 'commentaire', 'wsh', 'faut', 'voir']
Tweet ID: 241 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['g', 'découver', '1', 'nvx', 'smiley', '&', 'gt', 'lsmiley', 'coquin', 'malin']
Tweet ID: 242 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'nouvel', 'album', '&', 'gt']
Tweet ID: 243 | Score: 0.50 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'osez', 'cadeau', 'original', 'personnalise', 'tout', 'objets', '07', '53', '58', '35', '82']
Tweet ID: 244 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['partouze', 'parc', 'entre', 'infirmières', 'toubibs', 'centre']
Tweet ID: 245 | Score: 0.90 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'meilleur', 'rappeur', 'parmi', '3', 'objectivement']
Tweet ID: 247 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['champs-noisy', 'si', 'conseil', 'régional', 's’installait', 'cité', 'descartes', 'communes', 'champs-sur-marne']
Tweet ID: 248 | Score: -0.80 | Label: négatif | Mots Sentiment: 2 | Tokens: ['pas', 'aime', 'pas', 'neige', 'vent', 'pluie', 'quand', 'tout', 'petit', 'peu', 'tempête', 'là', 'non', 'xd']
Tweet ID: 249 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'RT', 'gagne', 'places', '1er', '1', '4', 'finale', 'contest', 'petite', 'halle', 'villette']
Tweet ID: 250 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['pantalon', 'ski', 'ça', 'va', 'pas', 'être', 'possible', 'contre']
Tweet ID: 251 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['quels', 'critères', 'choisir', 'société', 'suivez', 'guide', 'évitez', 'pièges', '&', 'gt', '&', 'gt']
Tweet ID: 252 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['oui', 'gang', 'putes', 'besssst', 'squads']
Tweet ID: 253 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', '100', 'jours', 'france', 'accueillera', 'europe', 'football', 'rendez-vous', '10', 'juin', 'ensemble']
Tweet ID: 254 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['pk', 'tl', 'a', 'pleins', 'gens', 'disent', 'chez', 'neige', 'pas', 'contrairement', 'tout', 'monde', 'personne', 'dit', 'neige']
Tweet ID: 255 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'contre-discours', 'méthode', 'macron', 'via']
Tweet ID: 256 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['15', 'mars', 'passe', 'permis']
Tweet ID: 257 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'temps', 'va', 'comprendre', 'bonnes', 'personnes', 'celles', 'oubliées', 'mises', 'cotées']
Tweet ID: 258 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['neige', 'pluie', 'neige', 'pluie', 'fait', 'pas', 'gamin', 'ciel', 'enleve', 'deux']
Tweet ID: 259 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['crois', 'seule', 'adorer', 'aller', 'chez', 'dentiste']
Tweet ID: 260 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['leurs', 'prix', 'point', 'barre', 'pense', 'surtout', 'fait', 'sacré', 'film', 'dont', 'titre', 'affiche', 'met', 'scène']
Tweet ID: 261 | Score: 0.60 | Label: positif | Mots Sentiment: 1 | Tokens: ['…', 'second', 'duel', 'bon', 'visionnage', 'tous']
Tweet ID: 262 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'petit', '5', 'ans', 'fait', 'violer', 'pédophile', 'faute', 'aussi', 'psq', 'trop', 'sexy', 'petit', 'short']
Tweet ID: 263 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'coran', 'a', 'sortie', 'lycee', 'jai', 'pousser', 'meuf', 'sans', 'mexcuser', 'ajouter', 'fb', 'dis', 'depuis', 'pousser', 'j…']
Tweet ID: 264 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ha', 'ça', 'yé', 'ça', 'rentre', 'ordre', 'patron']
Tweet ID: 265 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'seule', 'photo', 'où', 'tout', 'monde', 'souris', '*', '*']
Tweet ID: 266 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'a', 'tendance', 'réagir', 'rapidement', 'lieu', 'prendre', 'temps', 'réflexion']
Tweet ID: 267 | Score: -0.50 | Label: négatif | Mots Sentiment: 1 | Tokens: ['frère', 'vient', 'demander', 'si', 'royaume-uni', 'angleterre', 'usa', 'quelle', 'famille', 'ptn']
Tweet ID: 268 | Score: -0.50 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'neige', 'ne', 'voit', 'plus', 'sacré', 'coeur']
Tweet ID: 269 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['nord', 'a', 'seulement', 'grêle', 'orage']
Tweet ID: 270 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['made', 'in', 'est-il', 'vendeur']
Tweet ID: 271 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['made', 'in', 'est-il', 'vendeur']
Tweet ID: 272 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['made', 'in', 'est-il', 'vendeur']
Tweet ID: 273 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['neige', 'enfin', 'rendez-vous', 'peu', 'tard', '2', 'mars', 'quand']
Tweet ID: 274 | Score: 0.90 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'mddr', 'inquiètes', 'ca', 'arrive', 'balle', 'meilleur', 'fin']
Tweet ID: 275 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['shippe', 'frisk', 'tout', 'monde', 'comment', 'ça', 'passe', 'v']
Tweet ID: 276 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['prdrr', 'paris', 'neige', 'montre', 'temps', 'peine']
Tweet ID: 277 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['psg', 'quand', 'star', 'brésilienne', 'devait', 'rejoindre', 'club', 'parisien']
Tweet ID: 278 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['aussi', 'louis-michel', 'van', 'loo', 'doit', 'célèbre', 'portrait', 'diderot']
Tweet ID: 279 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['témoignage', 'habitant', 'alep', 'rcf']
Tweet ID: 280 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['soleil', 'revient', 'paname', 'imp', 'temps']
Tweet ID: 282 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['après', '16', 'ans', 'cinq', 'titres', 'stade', 'toulousain', 'millo-chluski', 'file', 'perpignan', 'via']
Tweet ID: 283 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', '1ères', 'font', 'percent', '¿', 'comprends', 'pas']
Tweet ID: 284 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['audrey', 'retrouvée', '1er', 'roman', 'young', 'adult', 'confessions', 'accro', 'shopping', 'sort', 'demain']
Tweet ID: 285 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['entend', 'là', 'faire', 'tourner', 'voiture', '5', 'minutes', 'enlever', 'fine', 'couche', 'gel', 'pare-brise']
Tweet ID: 286 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'signe', 'plus', 'romantique', 'quand', 'sort', 'grand', 'jeu', 'finit', 'tous', 'craquer']
Tweet ID: 287 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['quintero', 'entraîné', 'matin', 'groupe', 'opposition', 'fin', 'session', 'aucun', 'signes', 'difficultés', 'physiques']
Tweet ID: 288 | Score: 0.60 | Label: positif | Mots Sentiment: 1 | Tokens: ['nan', 'trouvais', 'ça', 'drôle', 'contraste', 'temps', 'entre', 'régions', 'x']
Tweet ID: 289 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['psg', 'quand', 'star', 'brésilienne', 'devait', 'rejoindre', 'club', 'parisien']
Tweet ID: 290 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['2', '2', '2', 'mars', '1992', 'admission', '-', 'république', 'moldova', 'saint-marin', 'tadjikistan', 'turkménistan']
Tweet ID: 292 | Score: -0.30 | Label: négatif | Mots Sentiment: 1 | Tokens: ['spectacles', 'cirque', 'pinder', '-', 'cirque', 'pinder', 'a', 'jamais', 'aussi', 'proche', 'che', 'cirque']
Tweet ID: 293 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['boîte', 'easy-r', 'dacia', 'désormais', 'dci', '90', 'stand', 'dacia', 'met', 'avant', 'boîte', 'automatique', 'pilotée']
Tweet ID: 294 | Score: 1.28 | Label: positif | Mots Sentiment: 3 | Tokens: ['RT', 'ah', 'ah', 'nbc', 'moment', 'assez', 'drôle', 'après', 'super', 'tuesday']
Tweet ID: 295 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['psg', 'quand', 'star', 'brésilienne', 'devait', 'rejoindre', 'club', 'parisien']
Tweet ID: 296 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['jui', '93']
Tweet ID: 297 | Score: 0.40 | Label: positif | Mots Sentiment: 1 | Tokens: ['wsh', 'neige', 'fondu', 'croyez', 'pas', 'va', 'rester', '20', 'ans', 'hein', 'touche', 'sol', 'déjà', 'partie', 'mdr']
Tweet ID: 298 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['plainte', 'contre', 'président', 'ibk']
Tweet ID: 299 | Score: -1.20 | Label: négatif | Mots Sentiment: 1 | Tokens: ['commentaire', 'très', 'pertinent', 'pl59', 'discours', 'haineux', 'défini', 'pl', '59', 'jdm', '…']
Tweet ID: 301 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['play', 'fr', '-', 'bioshock', '2', 'ep', '14', '-', 'rivets', 'plafond', 'via']
Tweet ID: 302 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['déluge', 'bw']
Tweet ID: 303 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['encore', 'ceux', 'utilisent', 'moins']
Tweet ID: 305 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ça', 'a', 'perturbé', 'tout', 'bureau', 'pendant', '10min', 'haha']
Tweet ID: 308 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['sinon', 'pas', 'mal', 'batushka', 'comme', 'groupe', 'marrant', 'mélanger', 'black', 'metal', 'chants', 'grégoriens', 'manière', 'font']
Tweet ID: 309 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'président', 'prend', 'route', 'direction', 'palais', 'marina', 'arrivée', 'prévue', '6', 'avril', 'https', '…']
Tweet ID: 310 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['sud', 'grand', 'soleil', 'mdrrr', 'normal', 'envie', 'dire']
Tweet ID: 311 | Score: 0.60 | Label: positif | Mots Sentiment: 1 | Tokens: ['cd', 'amiibo', 'cool', 'comme', 'figurine', 'a', 'presque', 'envie', 'ne', 'pas', 'déballer']
Tweet ID: 312 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['insupporte', 'depuis', 'début']
Tweet ID: 313 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['mois-ce', 'histoire', 'aim', 'mars', '2016', 'cliquez', 'événement', 'calendrier', 'obtenir', 'plus']
Tweet ID: 314 | Score: -0.40 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'alerte', 'météo', 'risque', 'avalanche', '5', '5', 'montmartre', 'évitez', 'hors', 'piste']
Tweet ID: 315 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'physique', 'attire', 'personnalité', 'fait', 'rester']
Tweet ID: 316 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'louis', 'conduit', '4x4', 'a', 'réosseur', 'voit', 'dessus', 'volant']
Tweet ID: 317 | Score: -0.60 | Label: négatif | Mots Sentiment: 1 | Tokens: ['putain', 'prennent', 'pognon']
Tweet ID: 318 | Score: -0.95 | Label: négatif | Mots Sentiment: 2 | Tokens: ['non', 'regrette', 'car', 'aime', 'voir', 'plusieurs', 'versions', 'plusieurs', 'visions', 'tellement', 'enrichissant']
Tweet ID: 319 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['branle', 'ferme', 'vas', 'mettre', 'doigt', 'cul']
Tweet ID: 320 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'binôme', 'gagnant', 'fidélisation']
Tweet ID: 322 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'exclu', '-', 'vient', 'dévoiler', 'clip', 'cherché', 'déchire']
Tweet ID: 323 | Score: 0.50 | Label: positif | Mots Sentiment: 1 | Tokens: ['voit', 'bien', 'quel', 'mot', 'utilise', 'plus']
Tweet ID: 324 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['bonjour', 'espérons', 'contact', 'pris', 'jour', 'a', 'apporté', 'pleine', 'satisfaction', 'restons', 'écoute']
Tweet ID: 325 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['service', 'factures', 'réduire', 'note', 'internet']
Tweet ID: 326 | Score: 0.60 | Label: positif | Mots Sentiment: 1 | Tokens: ['oh', 'manque', 'respect', 'oubliée']
Tweet ID: 327 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ciel', 'parisien', 'sous', 'tempête', 'neige']
Tweet ID: 328 | Score: 0.30 | Label: positif | Mots Sentiment: 1 | Tokens: ['train', 'grave', 'doc']
Tweet ID: 329 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['hezbollah', 'étiqueté', 'groupe', 'terroriste']
Tweet ID: 330 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'club', 'dorothée', '&', 'lt', '3']
Tweet ID: 331 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['dea', 'pratiques', 'incohérentes', 'frontières', 'causent', 'souffrances', 'inutiles']
Tweet ID: 332 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'réunion', 'cours', 'présidents', '2ème', 'vp']
Tweet ID: 333 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'neige', 'paris', 'mars', 'alors', 'faisais', '13', 'degrés', '24', 'décembre', 'vas', 'falloir', 'expliquer']
Tweet ID: 334 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['oui', 'passent', 'chercher', 'chèque', 'compta']
Tweet ID: 335 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'booba', 'a', 'juste', 'dit', 'vivement', 'pourvu', 'neige', 'a', 'déréglé', 'climat']
Tweet ID: 336 | Score: -0.65 | Label: négatif | Mots Sentiment: 1 | Tokens: ['gens', 'aiment', 'dormir', 'aiment', 'pas', 'rer', 'a', 'aime', 'optimisme', 'viendrais', 'hoodie']
Tweet ID: 337 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['voici', 'comme', 'promis', 'cabinet', 'image']
Tweet ID: 338 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'si', 'vois', 'chien', 'rue', 'découpe', 'petits', 'morceaux', 'laisse', 'manger']
Tweet ID: 339 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['si', 'habille', 'certaine', 'façon', 'ça', 'ne', 'veut', 'toujours', 'pas', 'dire', 'droit', 'toucher']
Tweet ID: 340 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['rencontre', 'prodige', 'moment']
Tweet ID: 341 | Score: 0.65 | Label: positif | Mots Sentiment: 1 | Tokens: ['vais', 'renier', 'si', 'mec', 'aime', 'pas', 'pizza']
Tweet ID: 342 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['sauras', 'année', 'prochaine']
Tweet ID: 343 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['a', 'ouvrir', 'lèvre', 'stylo', 'pdt', 'type', 'bac']
Tweet ID: 344 | Score: 0.70 | Label: positif | Mots Sentiment: 1 | Tokens: ['content', 'club', 'compris', 'maillot', 'bleu', 'sacrée', 'connerie']
Tweet ID: 345 | Score: -1.20 | Label: négatif | Mots Sentiment: 5 | Tokens: ['disent', 'starfoullah', 'mdr', 'matte', 'moche', 'bas', 'vasy', 'mort', 'jmen', 'blc', 'jfais', 'merde', 'mdr']
Tweet ID: 347 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'bouteille', 'vin', 'cinq', 'monde', 'italienne']
Tweet ID: 348 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'moment', 'gênant', 'où', 'regardes', 'film', 'parents', 'ça', 'fait', 'blagues', 'cul', 'dois', 'faire', 'genre', '…']
Tweet ID: 349 | Score: 0.60 | Label: positif | Mots Sentiment: 1 | Tokens: ['enfin', 'bon', 'pas', 'aimé']
Tweet ID: 351 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'voix', 'off', 'tête', 'jlaime', 'trop', 'taille', 'tout', 'monde', 'nik', 'mères', 'nn', 'vraiment', 'jtm']
Tweet ID: 353 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'investir', 'prévention', 'l’unique', 'issue', 'politique', 'réduire', 'fardeau', 'l’', 'communiqué']
Tweet ID: 355 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'raison', 'laquelle', 'essaye', 'contrôler', 'tempérament', 'sent', 'toujours', 'mal', 'avoir', 'agit…']
Tweet ID: 356 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['turquie', 'accusé', 'd’espionnage', 'journaliste', 'can', 'dündar', 'promet', 'faire', '“le', 'procès', 'l’etat”']
Tweet ID: 357 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['réchauffement', 'climatique', 'tout', 'ça']
Tweet ID: 358 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'père', 'trump', 'a', 'arrêté', 'lors', 'd’une', 'manifestation', 'kkk']
